[ansoft-lm-2] gtcp-dc.twitter.com:1084
[http] donate.twitter.com:80
[http] dota2.twitter.com:80
[http] download.twitter.com:80
[http] dreamforce.twitter.com:80
[http] dreamhack.twitter.com:80
[http] dreamleague.twitter.com:80
[http] drl.twitter.com:80
[http] dubainye.twitter.com:80
[http] dugout.twitter.com:80
[http] e3.twitter.com:80
[http] echidna.twitter.com:80
[http] eclipse2017.twitter.com:80
[http] eleague.twitter.com:80
[http] elections.twitter.com:80
[http] election.twitter.com:80
[http] ema.twitter.com:80
[http] em.events.twitter.com:80
[http] empire.twitter.com:80
[http] engineering.twitter.com:80
[http] eng.twitter.com:80
[http] esl.twitter.com:80
[http] esports.twitter.com:80
[http] essence.twitter.com:80
[http] ethicshelpline.twitter.com:80
[http] euro2012.twitter.com:80
[http] everyday.twitter.com:80
[http] facebook.twitter.com:80
[http] faith.twitter.com:80
[http] fashionweekmi.twitter.com:80
[http] fashionweek.twitter.com:80
[http] fb-staging.twitter.com:80
[http] fifthharmony.twitter.com:80
[http] firefox.twitter.com:80
[http] flightschool.twitter.com:80
[http] fly.twitter.com:80
[http] fonts.twitter.com:80
[http] forzarc.twitter.com:80
[http] forza.twitter.com:80
[http] fox.twitter.com:80
[http] fra-api.twitter.com:80
[http] frenchelections.twitter.com:80
[http] frenchelection.twitter.com:80
[http] futbol.twitter.com:80
[http] fyffest.twitter.com:80
[http] fyf.twitter.com:80
[http] gaggle.twitter.com:80
[http] gcf.twitter.com:80
[http] gdpr-staging.twitter.com:80
[http] gdpr.twitter.com:80
[http] geo1.api.twitter.com:80
[http] geo5.twitter.com:80
[http] ghosted.twitter.com:80
[http] glaad.twitter.com:80
[http] globalcitizenfestival.twitter.com:80
[http] globalcitizen.twitter.com:80
[http] gnip-api.twitter.com:80
[http] goldenglobes.twitter.com:80
[http] gov.twitter.com:80
[http] grammys.twitter.com:80
[http] graphql.twitter.com:80
[http] groups.twitter.com:80
[http] gtcp2.twitter.com:80
[http] gtcp3.twitter.com:80
[http] gtcp-dc.twitter.com:80
[http] gtcp-na.twitter.com:80
[http] gtcp.twitter.com:80
[http] gton.twitter.com:80
[http] gttr-staging.twitter.com:80
[http] handinhand.twitter.com:80
[http] happening-staging.twitter.com:80
[http] happening.twitter.com:80
[http] hearings.twitter.com:80
[http] help-dev.twitter.com:80
[http] help-internal.twitter.com:80
[http] help-staging.twitter.com:80
[http] help.twitter.com:80
[http] hope140.twitter.com:80
[http] horizon-dev.twitter.com:80
[http] horizon-staging.twitter.com:80
[http] horizon.twitter.com:80
[http] iem.twitter.com:80
[http] ifl.twitter.com:80
[http] ign.twitter.com:80
[http] ijf.twitter.com:80
[http] imaginedragons.twitter.com:80
[http] imdb.twitter.com:80
[http] inauguration.twitter.com:80
[http] innovators.twitter.com:80
[http] insights.twitter.com:80
[http] integratedsearch.twitter.com:80
[http] interactive.twitter.com:80
[http] investor.twitter.com:80
[http] ittr-staging.twitter.com:80
[http] ittr.twitter.com:80
[http] jleague.twitter.com:80
[http] jobs.twitter.com:80
[http] jointsession.twitter.com:80
[http] jtbc.twitter.com:80
[http] judo.twitter.com:80
[http] katyperry.twitter.com:80
[http] kbs.twitter.com:80
[http] kentuckyderby.twitter.com:80
[http] khalid.twitter.com:80
[http] koreanelection.twitter.com:80
[http] laliga.twitter.com:80
[http] leagueoflegends.twitter.com:80
[http] legacy-api.twitter.com:80
[http] legalrequests.twitter.com:80
[http] legal-staging.twitter.com:80
[http] legal.twitter.com:80
[http] lite-dev.twitter.com:80
[http] lite-staging.twitter.com:80
[http] lite.twitter.com:80
[http] livenation.twitter.com:80
[http] live.twitter.com:80
[http] lnb.twitter.com:80
[http] lol.twitter.com:80
[http] lon-api.twitter.com:80
[http] mail.twitter.com:80
[http] marchmadness.twitter.com:80
[http] marketing-dev.twitter.com:80
[http] marketing-staging.twitter.com:80
[http] marketing.twitter.com:80
[http] measure2.twitter.com:80
[http] measure3.twitter.com:80
[http] media-dev.twitter.com:80
[http] media-staging.twitter.com:80
[http] media.twitter.com:80
[http] melbournecup.twitter.com:80
[http] mia-api.twitter.com:80
[http] michaelkors.twitter.com:80
[http] mit-election.twitter.com:80
[http] mlb.twitter.com:80
[http] mll.twitter.com:80
[http] mls.twitter.com:80
[http] mmafighting.twitter.com:80
[http] mobilefeedback.twitter.com:80
[http] mobile.twitter.com:80
[http] momentmaker.twitter.com:80
[http] moments.twitter.com:80
[http] monsterstrike.twitter.com:80
[http] mp-internal-dev.twitter.com:80
[http] mp-internal.twitter.com:80
[http] ms1.twitter.com:80
[http] ms2.twitter.com:80
[http] ms3.twitter.com:80
[http] ms4.twitter.com:80
[http] ms5.twitter.com:80
[http] mtv.twitter.com:80
[http] m.twitter.com:80
[http] mux.twitter.com:80
[http] nabc.twitter.com:80
[http] nascar.twitter.com:80
[http] natgeo.twitter.com:80
[http] nationalgeographic.twitter.com:80
[http] neptune.twitter.com:80
[http] nfl.twitter.com:80
[http] nhl.twitter.com:80
[http] nikebreaking2.twitter.com:80
[http] nike.twitter.com:80
[http] nll.twitter.com:80
[http] nonprofits.twitter.com:80
[http] nwhl.twitter.com:80
[http] opensource.twitter.com:80
[http] operator.twitter.com:80
[http] oscars.twitter.com:80
[http] overwatch.twitter.com:80
[http] overwatchwc.twitter.com:80
[http] partners-api.twitter.com:80
[http] partners-dev.twitter.com:80
[http] partners-staging.twitter.com:80
[http] partnerstream2.twitter.com:80
[http] partners.twitter.com:80
[http] pbr.twitter.com:80
[http] pbs.twitter.com:80
[http] people.twitter.com:80
[http] pgatourlive.twitter.com:80
[http] pic.twitter.com:80
[http] platform.twitter.com:80
[http] polygon.twitter.com:80
[http] pop-api.twitter.com:80
[http] portugaltheman.twitter.com:80
[http] preferencecenter.twitter.com:80
[http] privacy.twitter.com:80
[http] probe.twitter.com:80
[http-proxy] gtcp-dc.twitter.com:8080
[http-proxy] gtcp-na.twitter.com:8080
[http-proxy] gtcp.twitter.com:8080
[http-proxy] gton.twitter.com:8080
[http] publisher.twitter.com:80
[http] publish.twitter.com:80
[http] pulse.twitter.com:80
[http] radiodisney.twitter.com:80
[http] rainbow6.twitter.com:80
[http] rally.twitter.com:80
[http] rdma.twitter.com:80
[http] records.twitter.com:80
[http] redbull.twitter.com:80
[http] redcarpet.twitter.com:80
[http] redzone.twitter.com:80
[http] research.twitter.com:80
[http] reverb.twitter.com:80
[http] rockinrio.twitter.com:80
[http] rogueone.twitter.com:80
[http] rules.twitter.com:80
[http] rule.twitter.com:80
[https] 2010.twitter.com:443
[https] 2011.twitter.com:443
[https] 2013.twitter.com:443
[https] 2014.twitter.com:443
[https] 2015.twitter.com:443
[https] 2chainz.twitter.com:443
[https] 30secondstomars.twitter.com:443
[https] 6nations.twitter.com:443
[https] about-staging.twitter.com:443
[https] about.twitter.com:443
[https] aboveandbeyond.twitter.com:443
[https] acmawards.twitter.com:443
[https] ac.twitter.com:443
[https] ads-api-sandbox.twitter.com:443
[https] ads-api.twitter.com:443
[https] ads-beta.twitter.com:443
[https] ads-bidder-api.twitter.com:443
[https] ads-dev.twitter.com:443
[https] ads-staging.twitter.com:443
[https] ads.twitter.com:443
[https] advertising.twitter.com:443
[https] aem-author-dev.twitter.com:443
[http] safety.twitter.com:80
[https] afl.twitter.com:443
[http] samanthabee.twitter.com:80
[http] sambee.twitter.com:80
[https] amplify.twitter.com:443
[https] analyticsbeta.twitter.com:443
[https] analytics.twitter.com:443
[https] anywhere.twitter.com:443
[http] sao-api.twitter.com:80
[https] api-0-4-0.twitter.com:443
[https] api-0-4-3.twitter.com:443
[https] api-0-4-4.twitter.com:443
[https] api-0-4-6.twitter.com:443
[https] api-0-5-0.twitter.com:443
[https] api-1-0-0.twitter.com:443
[https] api-20-0-0.twitter.com:443
[https] api-21-0-0.twitter.com:443
[https] api-23-0-0.twitter.com:443
[https] api-26-0-0.twitter.com:443
[https] api-28-0-0.twitter.com:443
[https] api2.twitter.com:443
[https] api-30-0-0.twitter.com:443
[https] api-3-0-0.twitter.com:443
[https] api-33-0-0.twitter.com:443
[https] api-34-0-0.twitter.com:443
[https] api-35-0-0.twitter.com:443
[https] api-36-0-0.twitter.com:443
[https] api-37-0-0.twitter.com:443
[https] api-38-0-0.twitter.com:443
[https] api-39-0-0.twitter.com:443
[https] api-39-4-5.twitter.com:443
[https] api-40-0-0.twitter.com:443
[https] api-41-0-0.twitter.com:443
[https] api-42-0-0.twitter.com:443
[https] api-43-0-0.twitter.com:443
[https] api-45-0-0.twitter.com:443
[https] api-46-0-0.twitter.com:443
[https] api4.twitter.com:443
[https] apistatus.twitter.com:443
[https] api-stream.twitter.com:443
[https] api-test.twitter.com:443
[https] api.twitter.com:443
[https] apiwiki.twitter.com:443
[https] appleevent.twitter.com:443
[https] apple.twitter.com:443
[https] apps.twitter.com:443
[https] arsenal.twitter.com:443
[https] arthouse.twitter.com:443
[https] askobama.twitter.com:443
[https] assets0.twitter.com:443
[https] assets1.twitter.com:443
[https] assets2.twitter.com:443
[https] assets3-backup.twitter.com:443
[https] assets3.twitter.com:443
[https] assets4.twitter.com:443
[https] atla-partnerstream1.twitter.com:443
[https] atl-api.twitter.com:443
[http] sa.twitter.com:80
[https] barstool.twitter.com:443
[https] battlegrounds.twitter.com:443
[https] bbcelection.twitter.com:443
[https] bbmas.twitter.com:443
[https] bestoftweets.twitter.com:443
[https] bet.twitter.com:443
[https] birdseye.twitter.com:443
[https] biz.twitter.com:443
[https] blog.de.twitter.com:443
[https] blog-dev.twitter.com:443
[https] blog.kr.twitter.com:443
[https] blog.pt.twitter.com:443
[https] blog.ru.twitter.com:443
[https] blog-staging.twitter.com:443
[https] blog.tr.twitter.com:443
[https] blog.twitter.com:443
[https] blog.uk.twitter.com:443
[https] bloombergdaybreak.twitter.com:443
[https] bloombergtechnology.twitter.com:443
[https] bloomberg.twitter.com:443
[https] boxing.twitter.com:443
[https] branch.twitter.com:443
[https] brand-dev.twitter.com:443
[https] brandhub.twitter.com:443
[https] brand.twitter.com:443
[https] bravo.twitter.com:443
[https] breakingnews.twitter.com:443
[https] btsportscore.twitter.com:443
[https] bullriding.twitter.com:443
[https] burberry.twitter.com:443
[https] business-dev.twitter.com:443
[https] business-staging.twitter.com:443
[https] business.twitter.com:443
[https] buzzfeed.twitter.com:443
[https] calendar.twitter.com:443
[https] caps-staging.twitter.com:443
[https] caps.twitter.com:443
[https] cards-dev.twitter.com:443
[https] cards-frame.twitter.com:443
[https] cards-staging.twitter.com:443
[https] cards.twitter.com:443
[https] careers-dev.twitter.com:443
[https] careers.twitter.com:443
[https] cdn.syndication.twitter.com:443
[https] ces.twitter.com:443
[https] cfl.twitter.com:443
[https] charlottesville.twitter.com:443
[https] cheddar.twitter.com:443
[https] chirp.twitter.com:443
[https] churchilldowns.twitter.com:443
[https] circuitbreaker.twitter.com:443
[https] claws.twitter.com:443
[https] coachella.twitter.com:443
[https] comiccon.twitter.com:443
[https] comicon.twitter.com:443
[https] concacaf.twitter.com:443
[https] concon-staging.twitter.com:443
[https] concon.twitter.com:443
[https] content.twitter.com:443
[https] converse.twitter.com:443
[https] cortex-dev.twitter.com:443
[https] cortex-staging.twitter.com:443
[https] cortex.twitter.com:443
[https] covid19.twitter.com:443
[https] creative.twitter.com:443
[http] scribe.twitter.com:80
[https] dashboard.twitter.com:443
[https] dasient.twitter.com:443
[https] data-api.twitter.com:443
[https] data-dev.twitter.com:443
[https] data-staging.twitter.com:443
[https] datastream.twitter.com:443
[https] data.twitter.com:443
[https] dc-api.twitter.com:443
[http] sdcc.twitter.com:80
[https] deadlineday.twitter.com:443
[https] debates.twitter.com:443
[https] debate.twitter.com:443
[https] depechemode.twitter.com:443
[https] developer-dev.twitter.com:443
[https] developer-staging.twitter.com:443
[https] developers.twitter.com:443
[https] developer.twitter.com:443
[https] directresponse.twitter.com:443
[https] discover.twitter.com:443
[https] discovery.twitter.com:443
[https] diversity.twitter.com:443
[https] donate.twitter.com:443
[https] dota2.twitter.com:443
[https] download.twitter.com:443
[https] dreamforce.twitter.com:443
[https] dreamhack.twitter.com:443
[https] dreamleague.twitter.com:443
[https] drl.twitter.com:443
[https] dubainye.twitter.com:443
[https] dugout.twitter.com:443
[https] e3.twitter.com:443
[http] search2.twitter.com:80
[http] search.twitter.com:80
[https] echidna.twitter.com:443
[https] eclipse2017.twitter.com:443
[https] eleague.twitter.com:443
[https] elections.twitter.com:443
[https] election.twitter.com:443
[https] ema.twitter.com:443
[https] em.events.twitter.com:443
[https] empire.twitter.com:443
[https] engineering.twitter.com:443
[https] eng.twitter.com:443
[https] esl.twitter.com:443
[https] esports.twitter.com:443
[https] essence.twitter.com:443
[https] ethicshelpline.twitter.com:443
[https] euro2012.twitter.com:443
[https] everyday.twitter.com:443
[https] facebook.twitter.com:443
[https] faith.twitter.com:443
[https] fashionweekmi.twitter.com:443
[https] fashionweek.twitter.com:443
[https] fb-staging.twitter.com:443
[https] fifthharmony.twitter.com:443
[https] firefox.twitter.com:443
[https] flightschool.twitter.com:443
[https] fly.twitter.com:443
[https] fonts.twitter.com:443
[https] forzarc.twitter.com:443
[https] forza.twitter.com:443
[https] fox.twitter.com:443
[https] fra-api.twitter.com:443
[https] frenchelections.twitter.com:443
[https] frenchelection.twitter.com:443
[https] futbol.twitter.com:443
[https] fyffest.twitter.com:443
[https] fyf.twitter.com:443
[https] gaggle.twitter.com:443
[https] gcf.twitter.com:443
[https] gdpr-staging.twitter.com:443
[https] gdpr.twitter.com:443
[https] geo1.api.twitter.com:443
[https] geo5.twitter.com:443
[https] ghosted.twitter.com:443
[https] glaad.twitter.com:443
[https] globalcitizenfestival.twitter.com:443
[https] globalcitizen.twitter.com:443
[https] gnip-api.twitter.com:443
[https] gnip-stream.twitter.com:443
[https] goldenglobes.twitter.com:443
[https] gov.twitter.com:443
[https] grammys.twitter.com:443
[https] graphql.twitter.com:443
[https] groups.twitter.com:443
[https] gtcp2.twitter.com:443
[https] gtcp3.twitter.com:443
[https] gtcp-dc.twitter.com:443
[https] gtcp-na.twitter.com:443
[https] gtcp.twitter.com:443
[https] gton.twitter.com:443
[https] gttr-staging.twitter.com:443
[https] handinhand.twitter.com:443
[https] happening-staging.twitter.com:443
[https] happening.twitter.com:443
[https] hearings.twitter.com:443
[http] sheets.twitter.com:80
[https] help-dev.twitter.com:443
[https] help-internal.twitter.com:443
[https] help-staging.twitter.com:443
[https] help.twitter.com:443
[https] hope140.twitter.com:443
[https] horizon-dev.twitter.com:443
[https] horizon-staging.twitter.com:443
[https] horizon.twitter.com:443
[http] showtimeboxing.twitter.com:80
[http] showtime.twitter.com:80
[https] iem.twitter.com:443
[https] ifl.twitter.com:443
[https] ign.twitter.com:443
[https] ijf.twitter.com:443
[https] imaginedragons.twitter.com:443
[https] imdb.twitter.com:443
[https] inauguration.twitter.com:443
[https] innovators.twitter.com:443
[https] insights.twitter.com:443
[https] integratedsearch.twitter.com:443
[https] interactive.twitter.com:443
[https] intl.twitter.com:443
[https] investor.twitter.com:443
[http] sitestream.twitter.com:80
[http] sites.twitter.com:80
[https] ittr-staging.twitter.com:443
[https] ittr.twitter.com:443
[https] jleague.twitter.com:443
[https] jobs.twitter.com:443
[https] jointsession.twitter.com:443
[https] jtbc.twitter.com:443
[https] judo.twitter.com:443
[https] katyperry.twitter.com:443
[https] kbs.twitter.com:443
[https] kentuckyderby.twitter.com:443
[https] khalid.twitter.com:443
[https] koreanelection.twitter.com:443
[http] skyboxing.twitter.com:80
[http] skynews.twitter.com:80
[https] laliga.twitter.com:443
[https] leagueoflegends.twitter.com:443
[https] legacy-api.twitter.com:443
[https] legalrequests.twitter.com:443
[https] legal-staging.twitter.com:443
[https] legal.twitter.com:443
[http] slides.twitter.com:80
[https] lite-dev.twitter.com:443
[https] lite-staging.twitter.com:443
[https] lite.twitter.com:443
[https] livenation.twitter.com:443
[https] live.twitter.com:443
[https] lnb.twitter.com:443
[https] lol.twitter.com:443
[https] lon-api.twitter.com:443
[https] mail.twitter.com:443
[https] marchmadness.twitter.com:443
[https] marketing-dev.twitter.com:443
[https] marketing-staging.twitter.com:443
[https] marketing.twitter.com:443
[https] measure2.twitter.com:443
[https] measure3.twitter.com:443
[https] media-dev.twitter.com:443
[https] media-staging.twitter.com:443
[https] media.twitter.com:443
[https] melbournecup.twitter.com:443
[http] smf-api.twitter.com:80
[https] mia-api.twitter.com:443
[https] michaelkors.twitter.com:443
[https] mit-election.twitter.com:443
[https] mlb.twitter.com:443
[https] mll.twitter.com:443
[https] mls.twitter.com:443
[https] mmafighting.twitter.com:443
[https] mobilefeedback.twitter.com:443
[https] mobile.twitter.com:443
[https] momentmaker.twitter.com:443
[https] moments.twitter.com:443
[https] monsterstrike.twitter.com:443
[https] mp-internal-dev.twitter.com:443
[https] mp-internal.twitter.com:443
[https] ms1.twitter.com:443
[https] ms2.twitter.com:443
[https] ms3.twitter.com:443
[https] ms4.twitter.com:443
[https] ms5.twitter.com:443
[http] sms-be.twitter.com:80
[http] sms-be-vip.twitter.com:80
[http] sms.twitter.com:80
[https] mtv.twitter.com:443
[https] m.twitter.com:443
[https] mux.twitter.com:443
[https] nabc.twitter.com:443
[https] nascar.twitter.com:443
[https] natgeo.twitter.com:443
[https] nationalgeographic.twitter.com:443
[https] neptune.twitter.com:443
[https] nfl.twitter.com:443
[https] nhl.twitter.com:443
[https] nikebreaking2.twitter.com:443
[https] nike.twitter.com:443
[https] nll.twitter.com:443
[https] nonprofits.twitter.com:443
[https] nwhl.twitter.com:443
[http] soccer.twitter.com:80
[http] solareclipse.twitter.com:80
[https] opensource.twitter.com:443
[https] operator.twitter.com:443
[https] oscars.twitter.com:443
[https] overwatch.twitter.com:443
[https] overwatchwc.twitter.com:443
[https] partners-api.twitter.com:443
[https] partners-dev.twitter.com:443
[https] partners-staging.twitter.com:443
[https] partnerstream2.twitter.com:443
[https] partner-stream.twitter.com:443
[https] partners.twitter.com:443
[https] pbr.twitter.com:443
[https] pbs.twitter.com:443
[https] people.twitter.com:443
[https] pgatourlive.twitter.com:443
[https] pic.twitter.com:443
[https] platform.twitter.com:443
[https] polygon.twitter.com:443
[https] pop-api.twitter.com:443
[https] portugaltheman.twitter.com:443
[https] preferencecenter.twitter.com:443
[https] privacy.twitter.com:443
[https] probe.twitter.com:443
[https] publisher.twitter.com:443
[https] publish.twitter.com:443
[https] pulse.twitter.com:443
[https] radiodisney.twitter.com:443
[https] rainbow6.twitter.com:443
[https] rally.twitter.com:443
[https] rdma.twitter.com:443
[https] records.twitter.com:443
[https] redbull.twitter.com:443
[https] redcarpet.twitter.com:443
[https] redzone.twitter.com:443
[https] research.twitter.com:443
[https] reverb.twitter.com:443
[https] rockinrio.twitter.com:443
[https] rogueone.twitter.com:443
[https] rules.twitter.com:443
[https] rule.twitter.com:443
[https] safety.twitter.com:443
[https] samanthabee.twitter.com:443
[https] sambee.twitter.com:443
[https] sao-api.twitter.com:443
[https] sa.twitter.com:443
[https] scribe.twitter.com:443
[https] sdcc.twitter.com:443
[https] search2.twitter.com:443
[https] search.twitter.com:443
[https] showtimeboxing.twitter.com:443
[https] showtime.twitter.com:443
[https] sitestream.twitter.com:443
[https] sites.twitter.com:443
[https] skyboxing.twitter.com:443
[https] skynews.twitter.com:443
[https] smf-api.twitter.com:443
[https] sms-be.twitter.com:443
[https] sms-be-vip.twitter.com:443
[https] sms.twitter.com:443
[https] soccer.twitter.com:443
[https] solareclipse.twitter.com:443
[https] ss.twitter.com:443
[https] stadium.twitter.com:443
[https] staging1-partnerstream1.twitter.com:443
[https] staging2-partnerstream1.twitter.com:443
[https] staging-jobs.twitter.com:443
[https] staging.video.twitter.com:443
[https] stanford.twitter.com:443
[https] starters.twitter.com:443
[https] start.twitter.com:443
[https] static.twitter.com:443
[https] stories.twitter.com:443
[https] stream.twitter.com:443
[https] streamys.twitter.com:443
[https] studio.twitter.com:443
[http] ss.twitter.com:80
[https] support.twitter.com:443
[https] sxsw.twitter.com:443
[https] syd-api.twitter.com:443
[https] syndication.twitter.com:443
[http] stadium.twitter.com:80
[http] staging1-partnerstream1.twitter.com:80
[http] staging2-partnerstream1.twitter.com:80
[http] staging-jobs.twitter.com:80
[http] staging.video.twitter.com:80
[https] takeflight-staging.twitter.com:443
[https] takeflight.twitter.com:443
[https] tales.twitter.com:443
[http] stanford.twitter.com:80
[http] starters.twitter.com:80
[http] start.twitter.com:80
[http] static.twitter.com:80
[https] tdapi.twitter.com:443
[https] td.twitter.com:443
[https] tdweb.twitter.com:443
[https] thedugout.twitter.com:443
[https] theemawards.twitter.com:443
[https] thegameawards.twitter.com:443
[https] theplayers.twitter.com:443
[https] therally.twitter.com:443
[https] thewarmup.twitter.com:443
[https] tinteractive-staging.twitter.com:443
[https] tinteractive.twitter.com:443
[https] tnf.twitter.com:443
[https] tnt.twitter.com:443
[https] tommynow.twitter.com:443
[https] ton.twitter.com:443
[http] stories.twitter.com:80
[https] tpop-api.twitter.com:443
[https] train.twitter.com:443
[https] translate.twitter.com:443
[https] transparency-staging.twitter.com:443
[https] transparency.twitter.com:443
[http] stream.twitter.com:80
[http] streamys.twitter.com:80
[http] studio.twitter.com:80
[https] tv-api.twitter.com:443
[https] tweetdeck.twitter.com:443
[https] tweet.twitter.com:443
[https] twemoji.twitter.com:443
[https] twitter.com:443
[https] tw-ton.twitter.com:443
[https] tyo-api.twitter.com:443
[https] uclfinal.twitter.com:443
[https] ufes.twitter.com:443
[https] ukelection.twitter.com:443
[https] university.twitter.com:443
[https] upload-0-0-0-0.twitter.com:443
[https] upload-0-4-6.twitter.com:443
[https] upload-36-0-0.twitter.com:443
[https] upload-45-0-0.twitter.com:443
[https] upload.twitter.com:443
[http] support.twitter.com:80
[https] userstream.twitter.com:443
[https] vanityfair.twitter.com:443
[https] vast.twitter.com:443
[https] verification.twitter.com:443
[https] vevo.twitter.com:443
[https] vice.twitter.com:443
[https] videoads.twitter.com:443
[https] video.twitter.com:443
[https] vine.twitter.com:443
[https] vivelatino.twitter.com:443
[https] vmas.twitter.com:443
[https] warmup.twitter.com:443
[https] watchstadium.twitter.com:443
